review,placeid
"The Hollywood Bowl is Southern California?s ultimate venue for outdoor concerts.  Nestled in the Hollywood Hills, the natural acoustics are amazing.  Seats range from a park style way up on the lawn, regular stadium like seating to box seats which include picnic tables for an amazing pre-show dinner.  Food and wine can be purchased at the bowl or brought in. Parking of course can be difficult and the bowl harder for some than others.   If using the handicap parking, a shuttle takes you up for most of the way.",ChIJMwknwRu_woAR_eI2OM9ib2o
"I've been enjoying summer concerts at the Bowl for many years.  The classical concerts on Tuesday and Thursday nights are terrific and not crowded.  The park and ride program works very well.  I can relax on the bus and let the bus driver deal with traffic, plus it is much less expensive than parking in the lots at the Bowl.  ",ChIJMwknwRu_woAR_eI2OM9ib2o
Nice venue. the only problem is its huge but the staff is awesome. Maroon 5 was pretty good. Arcade Fire is better live though. Maybe get seats close so the intimate vibe is still there. The escalators were nice since its on a big hill. ,ChIJMwknwRu_woAR_eI2OM9ib2o
"This beautiful, historic amphitheatre is nestled in the Hollywood Hills right above TCL Chinese Theatre. Best way to get there is take the metro to Hollywood and Highland and walk 3/4 mile up the hill. The views from the upper levels are still phenomenal and you can see the Hollywood sign up on the hill. The tickets at the top are really cheap too. I saw Spamalot the Musical with Craig Robinson and Jesse Tyler Ferguson and it was fabulous!!!",ChIJMwknwRu_woAR_eI2OM9ib2o
"Drove from OC to see Empire of the Sun, I am sure they were awesome if you were in the closer half of the seating.  But up in the back sections, the sound was AWFUL and you need binoculars to be able to see anything on stage.  I could hear every conversation around me clearly, which shouldn't ever happen at a concert.  Furthermore, the seating is cramped AF.  Waited in line 20 minutes to a get a beer, didn't move a foot, left line to wait for it to die down, returned at 9 and it was closed.  Come to find out you can bring your own alcohol, so our bad for not being prepared.  Oh parking is a nightmare.  We parked down highland in Church lot $25 pricey but it was not stacked, f that. For those of you wondering what ""stacked"" is, it is exactly that, you cannot drive out the lot until everyone else has, you're blocked. 
Really hope to see Empire of the Sun in the future, since this event was so awful we left half way through, not discrediting Empire of the Sun. Waste of time and money unfortunately.  Unless we can afford $150+ seats in the future, I don't think we will ever return to this venue. ",ChIJMwknwRu_woAR_eI2OM9ib2o
"Felt bullied in security. Chose to have the pat down rather than go through the new X-ray machine because there was a sign in front of it that said I had a choice. One woman made two of us stand aside while she called out to no one in particular several times when I asked her to please have someone help us. whilethe other workers stared back blankly. We waited half an hour and kept asking. Meanwhile they let others go through the other machine and we saw people get pat downs. While speaking in their monotone dialogues that they've been handed, security was condescending and clearly had no intention of giving us ""a choice"". As we would miss our plane if we held out for our right any longer we went through the machine reluctantly. They added insult to injury by giving us a pat down as soon as we walked through.  I was disgusted by the authority they were throwing around. If it is the mandate of the airport to force people to use the machine then remove the sign. The games are sickening. ",ChIJXZwEH5_FyIARHh7EHiRZE0c
"My experiences have been very good, easy to get there and get dropped off, easy to get to your gate despite the usual security check points and once at your gate they have a whole lot of things to do while you wait. slots machines, food, drinks, convenience stores and very clean restrooms as well. I been lucky that I never had any delays or other inconveniences like that and my trips have been easy and fast",ChIJXZwEH5_FyIARHh7EHiRZE0c
"It's nice that Alaska Airlines has great service from Seattle & Portland. Visit Las Vegas for awhile then head on down to Laughlin, Nevada and play on the Colorado River. Hopefully Alaska Airlines will serve non - stop to Laughlin, Nevada from Seattle. Try to fly during off peak days for the lowest airfares. (Tuesday, Wednesday, Saturday)",ChIJXZwEH5_FyIARHh7EHiRZE0c
Treated me like a terrest....wouldnt let me fly until they talkrd to the card holder of a corporate acct....glad im in chrge of booking...new airline here we come!,ChIJXZwEH5_FyIARHh7EHiRZE0c
"Awesome airport- it has great stores, and you can't get bored with all the slot machines... Las Vegas is AMAZING! I can't wait to go back... From Cleveland Ohio",ChIJXZwEH5_FyIARHh7EHiRZE0c
"The idea seemed nice, romantic and thrilling.  Until just before getting on a ride the alarms begin sounding and lights are flashing. No one around for a bit to tell you what to do, and you have no idea what's going on. When someone finally directed us to a stairwell and to an evacuation area, we were told there was a water break then heard it was a false alarm. About a hour of being pushed around areas of evacuation we were able to leave. Nothing happened, but no one was allowed to go up again and all rides were closed when we got back down to ticket counter. 
No one I  the casino had any idea as to any emergency evacuation going on. Oh no, they would not want to lose money!
Staff was u helpful and rude during it all. Terrifying experience and didn't feel as if the situation was handled properly. Not worth our lives. ",ChIJ8-0pEYjDyIARB4jQJR4xnxs
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

The idea seemed nice, romantic and thrilling.  Until just before getting on a ride the alarms begin sounding and lights are flashing. No one around for a bit to tell you what to do, and you have no idea what's going on. When someone finally directed us to a stairwell and to an evacuation area, we were told there was a water break then heard it was a false alarm. About a hour of being pushed around areas of evacuation we were able to leave. Nothing happened, but no one was allowed to go up again and all rides were closed when we got back down to ticket counter. 
No one I  the casino had any idea as to any emergency evacuation going on. Oh no, they would not want to lose money!
Staff was u helpful and rude during it all. Terrifying experience and didn't feel as if the situation was handled properly. Not worth our lives. ",ChIJ8-0pEYjDyIARB4jQJR4xnxs
"The only reason why I am giving this place 2 stars is because of the view from the top of the tower, the swimming pool, and because the bed was comfortable. I am not one to complain about anything, but this place is an absolute s**t hole! My fiance and I just got back from staying here and we will never stay here again! 

Reason # 1:
The food here sucks!!!!! The only place that was decent was Roxy's Diner.

Reason # 2:
The people that this place attracts are awful! I get it that not everyone you meet is nice, but the people here really made our 3 night stay horrible!!! Almost everyone we met there were complete trash!

Reason # 3:
There is nothing special about their rooms at all, although the beds are nice.  

Reason # 4:
The location of this place is too far from the main strip. (I thought people were over exaggerating when they complained about this, but trust me they are not!!!) My fiance and I were too nervous to leave the hotel because of the trashy and getto area it is in.  ",ChIJ8-0pEYjDyIARB4jQJR4xnxs
"Stayed there recently. Not a good experience at all for a hotel. Chose the premier room which offered a veiw of Las Vegas. Well we got a room with a small window. Great! No refrigerator or microwave, and no coffee or coffeemaker. Remember, premier room! You have to request those and they may charge additional. 
Reception wait times were long. Check in is at 3 and if you wish to get in early, then they charge an additional $10.00, and that if the room is available. The way to avoid that is book normally. And then stand in a separate line to check if the room is ready after housekeeping. If it's done, then you can maybe get in early without the fee.
I've stayed in motels with rooms that offer more, and you don't have to wait for so long at reception desks. At half the price. For a hotel this was unsatisfactory. 
",ChIJ8-0pEYjDyIARB4jQJR4xnxs
"We read reviews and were very confused on what to believe as far as the truth.

Hotel4me. com

We read reviews and were very confused on what to believe as far as the truth. But, one of us wanted to do the rides up on top, so we stayed here because of the cheap price as well as being able to go to the top whenever we wanted for free!

1. We arrived at 12pm and they held our luggage for free so we could go to the Top of the World to eat. It's more of an upscale place, we were very underdressed after traveling half a day to get to Las Vegas. The food was good, but $$$. I wished they would almost allow lunch to be informal with burgers and cheaper food, because the restaurant was empty probably due to the price of he food. As you rotate you have a GREAT view and you can watch the people jump off of the top of the building. It's crazy!

2. Check in was quick because we got there early. Asked for a good view and got the 24th floor right next to the pool! NO UPCHARGE like other hotels in Vegas.

3. The room was great! Clean and well stocked. Everything worked fine, was non smoking, AC worked great.

4. The rides at the top were fairly priced except for the jump was $120, get a coupon from the 50's diner for $20 off. It was a great view watching the sun set at the viewing deck.

5. Lots of places to eat at!

6. Wanted to see the Michael Jackson impersonator show but didn't have time! :(

7. One mile away from the Pawn Stars shop, 3 miles away from Mob Museum, Wedding Chapels, and Freemont Street. WE DID NOT walk anywhere even though it looked safe during the day. WE had a rental car from FOX at $17.00 a day.

8. We will be staying here again!",ChIJ8-0pEYjDyIARB4jQJR4xnxs
"Being a LA Lakers, LA Kings, and LA Sparks fan. Staples Center is really good for sporting events especially when the Chicago Blackhawks, San Jose Sharks, and Anaheim Ducks plays with the Kings the whole Staples Center is on nuts! Then, when the pianist plays ""Let's Go Lakers "" and ""Go Kings Go"" it always give chills. I don't know how though but Staples Center is a great for basketball, hockey, concerts, and WWE events.",ChIJkyrqXbjHwoAR1bJ76zx89B8
"I've been to Staples for Lakers, Clippers, and Sparks games, concerts, and special events. Generally, I think it's pretty good compared to most indoor stadiums. It still looks pretty modern, seats are in pretty decent shape, and the acoustics aren't bad for big concerts (not great, but not terrible).

Outside the stadium, it's cool that there are some statues to take pictures with (Magic Johnson, Chick Hearn) if you're visiting from out of town. They're no Michael Jackson statue like the United Center has in Chicago, but Staples is also buttloads nicer inside, so that feels like a fair trade. 

One of my big complaints with Staples is the 300 level. If you're going to sit on the 300 level at Staples for an event that's televised, you might as well just watch it at home. You're so high up and disconnected from the event that it really doesn't make a whole lot of sense to ""be there to experience it,"" when no one is standing up in the cheap seats. You might as well save your money, have some snacks at home, and watch the game at home.

If it's a concert, I get that there's really no other way to see the person in concert. But I think you'll still be disappointed in the 300 level experience at Staples - it's really, really hard to stay engaged with whatever is happening when you're in the sky.

If you can 100-200 level seats, have a great time at Staples. If you're in the sky, I'd always debate if it's worth it. I've started going to fewer events and making sure that I have better seats to make sure that I get a better experience.",ChIJkyrqXbjHwoAR1bJ76zx89B8
"Staples Center is a chief venue for amusement! I have been here and have seen the Lakers, Kings, Sparks, and a WWE occasion. Each occasion I went to was awesome, and it's a truly fun spot to be. They have a mixture of nourishment choices so it won't be an issue discovering something to eat since they serve more than simply your standard venue sustenance (franks, pizza, and so on). There are likewise numerous alternatives of stopping, obviously the closer you are to the venue the more extravagant it will be.",ChIJkyrqXbjHwoAR1bJ76zx89B8
"Weather you want to see Hockey, Basketball,  a concert, X-games or even a circus act you can always find something fun going on at Staples center. Food and drinks are available inside but most are very high priced. Parking can be expensive but if you look around there are also meter parking as well as some $5 all day parking and don't forget you can also take the metro link train",ChIJkyrqXbjHwoAR1bJ76zx89B8
"Staples Center is a premier venue for entertainment! I have been here and have seen the Lakers, Kings, Sparks, and a WWE event. Every event I went to was great, and it's a really fun place to be. They have a variety of food options so it won't be a problem finding something to eat since they serve more than just your standard venue food (hot dogs, pizza, etc). There are also many options of parking, but of course the closer you are to the venue the more expensive it will be. ",ChIJkyrqXbjHwoAR1bJ76zx89B8
"This hotel is a classic! Rooms are kept clean and enjoyed the celebrity photos to keep you entertained during the trips on the elevator, which is slow, by the way.  The rooms are small, but it was built back in the day, right? 

Very convenient to everything!  Only half a mile away from food, shopping and entertainment!  

Yes the prices are a bit high, and the parking charges of 40 each day kinda sucks, but if you want that Hollywood experience, you need to stay here at least once.",ChIJazD_QyG_woARwKuHsRqY0nU
"I never take the time to write hotel reviews, but I feel compelled to do so about the Hotel Roosevelt. Even before I arrived, I had to arrange for a delivery to be received on my behalf. I called ahead and spoke to Adam who arranged for my package to be kept safe until my check in 48 hours later. This allowed me to hit the floor running with my jam-packed schedule. 

After what was 24 hours of travel from London, I arrived shattered but I was greeted with a lovely warm welcome. As a solo traveller, I had stayed it the area before but at an Airbnb. I wanted a different experience this trip around so chose the Roosevelt for it's central location. As as non-driver I get around LA on the Metro which is 2 mins away (Hollywood/Highland) and Uber. 

I hung out at the pool in the mornings and the vibe is so chilled, I was always welcomed warmly by Kai who did a great job of making me feel welcome. It's always harder when you are on your own anywhere but every day it was like saying hi to someone who had my back. Ha I rocked up to chill by the pool dressed to the nines in a glittering sari as I waited for my Uber to arrive. Kai and the team were on hand with lovely chit chat to fill the time and help me to blend in (ha ha) 

Sean on concierge was ace when on the first night I lost a filling, he was on hand to help me speak to the front desk team to help me with treatment options. (It worked out great as there's a CVS across the road that is open until 00:00 everyday!

Jeremy on the main entrance was awesome when it came to receiving my Uber's and offered fab advice about places to check out in LA.

I also have to namecheck Sebastian who managed the excellent team. It's a testament to the brilliant team, many of whom I have named. It goes to show how excellent my time was there and the commitment offered by a fabulous team of doers! 

I had my reservations about the Roosevelt, I thought it was going to be old and stuffy. It completely exceeded my expectations as a cool, fun and buzzing place to stay in the heart of Hollywood. It is perfect if you are there on your own like I was or as a group of friends. I wouldn't hesitate to go back or recommend it to my friends. The room was lovely with fab views of the hills and Hollywood Boulevard.
Tip: If you love ping pong, there is a great table hidden away in the gorgeous beer garden.",ChIJazD_QyG_woARwKuHsRqY0nU
"Good but greedy. 

Location and heritage are great.

Just an idea of how greedy these guys are though - water is $10 a litre in room, wifi is $15 a night and parking is $40 a night when the car park directly over the road is half the price.

Pretty good hotel, but their appetite for your cash with these well overpriced extras leaves a bad taste when checking out.",ChIJazD_QyG_woARwKuHsRqY0nU
"We stayed at The Hollywood Roosevelt for my daughters birthday.  They were under construction at the time so we cut our visit short. Explaining my situation to the Front Office Manager, Sabestian Knight he compensated us tremendously. He went out of his way to make sure he could make things right for us.  The staff and security were very nice and helpful.  I would definitely stay there again, but without my kids next time. This is a very nice hotel in the heart of all that is happening in Hollywood.",ChIJazD_QyG_woARwKuHsRqY0nU
"The hotel Roosevelt in Hollywood was an amazing experience! Great customer service, and worked well with me, a mom who was saving breast milk for a week. It was a very relaxing stay, cannot wait to stay again!",ChIJazD_QyG_woARwKuHsRqY0nU
"Never again, worst experience ever, Tampa Florida manager Tristan was horrible, I give your customer service a zero.

My wife and I made a reservation 7 months ago and now that we are here for the wedding they have no car for us. We canot do a compact because we are picking up guests. 

Now they say there is an SUV but we can't have it because it is a reservation. But wait we had a reservation. So you show me where the logic is there.

On top of all of this the customer service was horrible. They were rude and unpleasant. The Manager on duty and the desk representative basically wanted us to be impressed that they did there job and rented us a car. There was no compensation for our inconvenience. We missed a family dinner with the bride and groom to be.

We will never rent with them again and I would not recommend there service to anyone. Thanks for the frustration Tampa Florida Dollar Rental. ",ChIJQ0Sek0bCwogRCdUBxgiEW3o
"What airport, actually gets better with age?  This is home base for me so I fly from this airport several times a year and it just keeps getting better.  Most, if not all the terminals have been overhauled and remodeled to look very modern with a traveler centric focus on local restaurants and retail stores.  

Currently they are retro-remodeling the car rental facilities and moving them away from the main terminal area to a more modern (new construction) facility that will be accessed by a 1.5 mile light rail train.  This should really improve the overall experience and make the beloved airport all that better.

Love the terminals here and the set-up of the entire airport is so easy to navigate.  Baggage claim is a cinch to master.  Also arriving and departing flights are a breeze.  This airport is not confusing at all and is really easy to navigate. 

Nice restaurants and shops anchor the main hub complimented by many unique restaurants located in air-side terminals. The main terminal and air-sides have such  a clean and welcoming feel.  This is an airport that you will enjoy flying into.",ChIJQ0Sek0bCwogRCdUBxgiEW3o
"A TOP NOTCH AIRPORT ! The WiFi is excellent, Online booking is very comprehensive, The Whole place is very easy to accomidate any type travel plans to ANYWHERE in the world. The pilots are awesome! and they have so many amenities and restaurants available inside.

This Place is second to NONE ! highly recommended should you need to arrange your Florida Transportation needs.

most sincerely, Jason Matthew Mahan",ChIJQ0Sek0bCwogRCdUBxgiEW3o
"Love it .THey have a Smoking area Inside One of gate  if yoy waiiting a long time No Need to go aout side ....Lovely airpot. Big ,Loe the Train And lots Of Bilingual Staff ",ChIJQ0Sek0bCwogRCdUBxgiEW3o
Late flight in with a 12hr layover while on crutches... And the service Rep's at Tampa Airport made it a little less frustrating. Kindness  and helpfulness  made finding a place to stay over night and making my flight the next day so much easier even with  a temporary  handicap. Also the most respectful towards me while requiring a wheelchair assistance than the previous two airports that day.,ChIJQ0Sek0bCwogRCdUBxgiEW3o
"This is one of the oldest buildings in NYC.. It's history goes way back as it started as a vaudeville theatre then a movie theatre then a theatre for multiple events. About 5 years ago, it completely shut down for a Renovation overhaul.. The theatre was gutted from the inside and redone..  

Today, it is beautifully restored to its former glory and while it is no longer a movie house or vaudeville it is the permanent home for the Rockets and the 80 year old Christmas Spectacular.... They also give tours so if you're curious about her history, I recommend booking one. 

Today, it ",ChIJPS8b1vhYwokRldqq2YHmxJI
"I been here a couple of times for numerous shows. Most recently, I came here with Lapin last week to watch the New York Spring Spectacular with the Rockettes. If you never been to this theatre before, it is quite the opulent treat. Like most theatres, they don't allow outside food and drink along with having expensive concession stands scattered about. The bathrooms still have some of the old fixtures [and a powder/waiting room!] and is still a nice memory of the past [but lines do get long quickly, so keep this in mind].",ChIJPS8b1vhYwokRldqq2YHmxJI
"This space is so beautiful! I have a hang up however. When I came here to watch The Rockettes I was very disappointed to have anticipated being checked by a security guard during those ""random"" pat downs. I looked around me and saw a field of fair skinned folks and looked down to my precious brown hands and knew what was going to happen. I can't possible give RCMH a full five-stars with these dated, inappropriate behaviors. However, in terms of the space, I was blown away. Such a great venue.",ChIJPS8b1vhYwokRldqq2YHmxJI
"I came here for the Christmas Spectacular starring the Rockettes on December 1. It was fantastic! Getting into the venue was easy; just had to have my tickets in hand and ready. The line moved at a fast pace. Once inside, the theater was lovely - very nicely decorated, clean, and many patrons were wearing their complimentary Santa hats. It was easy to find our seats with all the guides available to look at tickets and instruct you on what direction to take. The show was fantastic! I'd definitely come here again for other shows!",ChIJPS8b1vhYwokRldqq2YHmxJI
"Beautiful and spacious theater, great sound and light effects.. Awesome venue!",ChIJPS8b1vhYwokRldqq2YHmxJI
"Me and my husband stayed here this year for our anniversary. This resort was crazy busy. The only thing that bugged me and my husband the most was the harassment about going to see (a show) and people trying to get us to buy into there timeshare. They had offered us 200$ of promotional casino chip to listen to there 1 hour speech that was geared to get us to buy into the resort. We had negotiated for 100$ live chips opposed to the promotional chips. This was the only plus. Other than that the guy was very very extremely rude to us because we did not want to invest. He should have just accepted no for an answer and kept his snobbish remarks. 
Thanks",ChIJ38KlUGXEyIARkT07Nn0apvI
"One star for the bed.  It was extremely comfortable.  Although, I booked the room three months in advance on the ""concierge"" floor in appearance of receiving a king-size bed.  Unfortunately, this hotel does not have enough King-size bed rooms and we were forced to settle for two full-size beds.
The sink in our room was clogged when we arrived at night.  In the morning, I called to report the clogged sink.  We left and in the afternoon when we returned, the sink was full and apparently overflowed all over the floor.  Someone came to attempt to fix it unsuccessfully.  We had to go down to front desk to ask to change rooms.  Thankfully, we got a new room and moved all of our belongings ourselves.  This ruined our afternoon plans.  The second room was hot and you had to turn the A/C to 65 degrees for it to even feel cool in the room.  
The only manager we ever spoke with was the housekeeping supervisor during the overflow cleaning, who suggested changing rooms.  No other manager ever spoke with us.  Front desk staff did the bare minimum.  Poor customer service, poor facilities, comfortable small bed.  I'm sure other places have just as comfortable sheets and pillows.
",ChIJ38KlUGXEyIARkT07Nn0apvI
"Arrived room wasnt ready for us, so got a free upgrade (concierge level) which is pretty standard for most hotels in this situation.
Which im grateful for, front desk gave us this for the inconvience and gave us benefits for this room (bath robe, slippers, free water bottle). Got to the room no bath robes, noslippers, and water was displayed for purchase for $4. 
All of this was straightened out at the front desk which took more than 30min to get to due to lines, but been given an attitude as if these items were coming out of there pockets....
Next day we read on the official westgate website, concierge level rooms have access to concierge lounge for breakfast. We have been denied this access because we were only given the room not the benefits that come along with the upgrade.
I wouldnt have had any conplaints if i was just given what i paid for, im not disappointed for not getting my free hotel breakfast which its usually not too great but the fact all the employees treat the situation like everything is coming out of there own pockets..and fighting off constant time shares salesman (front desk, random stop attempts from employees) this place is very commision driven so experienced very poor customer service..got very bad attitude when declining time share multiple times.

For exception for Staci who offered to guide us to our room.

Although bed was comfortable ",ChIJ38KlUGXEyIARkT07Nn0apvI
"did not like visit to Westgate resort when I booked this hotel  use to be Las Vegas resorts and I like the them but when Westgate took over I knew there would be a problem. I have not had good experiences with Westgate in the past and this was another opportunity for them to mess things up first they charge a $28 resort fee that the old hotel did not charge second they didn't even have continental breakfast how can you charge $28 a day for resort fee and don't have continental breakfast.  rude staff charge too much money for hold on a card I was told the hold was $50 per visit but they charge my card for 450 dollars. in addition they bug the daylights out of me to buy timeshare if I am paying you up front for my room I do not want anyone to bother me about buying a timeshare. this place is a joke same old Westgate never can get things right that's why I never book with Westgate. in addition I called Expedia and filed a complaint because I know that these people will be calling me on my cell phone which I did not give them my number it was given to Expedia but Westgate takes the number anyway and bugs the daylights out of you to buy timeshares. 
",ChIJ38KlUGXEyIARkT07Nn0apvI
I was at the Westgate Las Vegas on business.  Everything I needed was there under one roof.  The room was large and the beds were extremely comfortable. The food was delicious.  The staff was friendly and always asked me my name; very engaging. ,ChIJ38KlUGXEyIARkT07Nn0apvI
"Hotel is on the strip and convenient to airport, public transit and other attractions. The room is standard hotel room... Nothing very ""vegas"" about it. The hotel is a little beat up, but they are currently fixing it up. Because of the pyramid shape of the building you are assigned a specific elevator quadrant. There are significant delays and getting to and from the room often takes 10 minutes. ",ChIJR7RcPs7FyIAROAHQry50Wgs
The Luxor tower rooms are a definite upgrade from the pyramid rooms. The location is a little walk more but definitely worth it. The pool is nice and there was plenty of chairs to choose from. The property is overall clean and the front desk staff we dealt with were very helpful. ,ChIJR7RcPs7FyIAROAHQry50Wgs
"Beautiful hotel. Staff was professional, friendly and helpful. Loved the gym and the pool gorgeous! The hotel buffet was casual and yet had unique and elegant decor not to mention the amazing food! The room felt really spacious and had beautiful decor as well. An elegant home away from home. Will be back! ",ChIJR7RcPs7FyIAROAHQry50Wgs
"Lets start off that I always travel to Vegas for vacation every year. I have never stayed at Luxor Hotel prior to this stay. From the time arriving to the hotel, I have had nothing but problems. From checking into the hotel to getting a room with a A/C that doesn't function properly. Then this story doesn't end here. Its just getting started!  On the 2nd day of our stay we rented a car at Avis which is located downstairs at the main lobby. The person at the front desk told me that they had a Cadillac Escalade when I paid for the amount 300  for 2 days, she then finally tells me that the car is actually unavailable and we got a different car. On top of that the same night my parents extended their stay at Luxor for 1 more night. The person who was handling the paper work FORGOT to put my parents room in correctly so in the middle of the day we got a call telling us to check out of the room or else the luggage's will be thrown out!  I am not kidding you and I barely ever complain but this story only gets worse from here. So my parents arrive at the hotel asking the front desk why the room wasn't booked if the person the day before took all of their information and credit card. Come to find out the card was never charged and the person clearly didn't know how to do his job professionally and the right way. So lets get to the main part of this horrific stay I and my parents had to encounter. Its the last day of our stay . Check out was at 11. My parents checked out of the hotel. There flight wasn't leaving Vegas till 5:45 so they checked in the luggage's to the bell desk man. While sitting in the casino spending last hours at the Luxor there time came to get there luggage's back. Well now come to find out someone ended up walking away with my parents luggage's. Inside was my moms wallet, clothes, shoes, purse and all the identity information. Since my parents are foreign the Hotel managers handled this situation like I am sure they handle all of their situations irresponsibly and unprofessional asking them is they needed something to drink or eat. Are you kidding me ?? of course my parents aren't hungry how could you be when the bell desk man gave away your luggage to some stranger who is nothing but a thief.  When asking to review the camera footage it took them 4 days to review the cameras. I had to fly back into Las Vegas to speak with the general manager who's name is Mark Schonau. After speaking with him on terms of what will happen they told me because the amount was in the thousands of the loss we had to go through rick management. These people who work here have no value in self respect or others let alone know how to handle business and keep it running. Believe me when I say I will take this to every news station possible. If you want to stay at a place who cares nothing about their guests than feel free to stay at Luxor . They are good at doing that !. Have fun and I hope no one EVER gets to experience this type of horrific  stay! I can tell you I will tell everyone NOT to stay at Luxor and to make sure I spread the word. ",ChIJR7RcPs7FyIAROAHQry50Wgs
"I love Luxor. I've stayed in lots of Strip hotels, from Caesars' to Paris to Bellagio to Mirage, but Luxor is always where i gravitate. That it connects to both Mandalay and Excalibur is awesome, the food court is an excellent quick, cheap alternative to spending a load elsewhere and it honestly just looks cool. Other places are fancier. Some much fancier. Luxor is an excellent place to set up shop for an extended stay in Sin City, though. My favorite place on the Strip.",ChIJR7RcPs7FyIAROAHQry50Wgs
"An amazing place!  I particularly love the Open Sea exhibit with the sardine schools, tuna, Sharks, and turtles. The kelp forest is one-of-kind as well. If you love cute, you don't want to miss the otters. A must-visit place for California. ",ChIJ4-RmgarmjYARY5silxlKqLU
"A really exceptional aquarium, with exhibits and animals that few others can feature. People that complain about the entry price are not the ones that can truly appreciate seeing the kelp forest and open sea exhibits which are amazing. We brought our 1 year old son who was a bit too small to really be interested in the animals other than the otters, but the childrens play areas and hands on displays were good for him. Please continue the great work of education and conservation!",ChIJ4-RmgarmjYARY5silxlKqLU
"Best aquarium I've been to, by far. Expensive? Yes, but well worth the price. If you live in the area, it's definitely worth becoming a member, and coming back several times per year.",ChIJ4-RmgarmjYARY5silxlKqLU
"Do not understand the hype about this place. I was expecting it to be rather amazing considering how expensive it is just to get in the door. There is only 2 large exhibits. Everything else is tiny little exhibits. Can't walk through the hallways because of how crowded this place is. By the time we left there was still a line outside around the building. More and more people pouring in. Bunch of tvs with animals on them.. Umm I can see the animals at home then? And they no longer have a seahorse exhibit. There is a shark, tuna, otters, jellyfish.  Mediocre aquarium at best. Bunch of tiny exhibits of fishes and random tiny stuff no one cares about to see? Soooo overcrowded I can't stress that enough. for sure not worthy of $40 per person. We will not be returning. And we traveled 4 hours to come here for no reason. ",ChIJ4-RmgarmjYARY5silxlKqLU
"THE best aquarium I've ever been to. World class! Must-see attraction in California. It was very crowded on my visit but I still learned a lot and the animals looked to be tranquil and in good health with plenty of room to roam/swim. The exhibits are some of the most elaborate and educational I've ever seen. They took tremendous steps to display the interesting history of the aquarium and I appreciated that a lot. Get there early to find parking somewhere and expect to pay a lot to park, especially of you use their garage. I will recommend a visit here to anyone that visits the area! ",ChIJ4-RmgarmjYARY5silxlKqLU
"My first thought upon entering my room was I've stayed in better broom closets in the former Soviet Union.

The room is dusty, dirty and it screams VACUUM ME in your face.  The handle on on the cabinet to the room's mini-fridge is broken.

My morning wake-up adrenaline jolt comes in the form of washing my face in the sink only to find holes in the pipe under it as the water puddles around my feet.

I'm still waiting for someone to show up from the hotel as I write this review of my experience, 45 minutes after I called the Front Desk.  Threw every towel on the floor to soak up the mess so I can't even get a morning shower.  This one of Atlanta's top hotels!? Really?

Final note: Gave up on anyone showing up and an AM shower after an hour and 20 min and checked out.",ChIJwxiI1nkE9YgR3dIyOdDBaC8
"This hotel is terrible. The valet is a nightmare, waited up to 20 minutes to drop off my car and even longer to pick up. My car was also damaged but i was told there are no cameras in the parking garage so it couldn't be determined if it happened there.

Also, no mini-bar, microwaves or free wifi. Tried to have my credit card used for incidentals but every time i called room service, I was told I had no credit card on file. This didn't stop the 50 dollar hold per room on my credit card from appearing though. I was told i had to use cash if I wanted room service. Once I agreed to pay cash, I was told it would be an hour before my food would be delivered.

Save yourself the headache and avoid this place. There are plenty of nicer and more professional hotels in that area.",ChIJwxiI1nkE9YgR3dIyOdDBaC8
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

I stay in hotels and conference centers more than 40 nights a year.  Even thought this property is undergoing an up fit I was never disturbed by the noise.  I ate at Sear and the food and service were  both excellent.   Best banana pudding I have ever put in my mouth and I was raised in the South.  The conference food was also excellent. ..sweet potato biscuits were heaven on earth.. I could have eaten a dozen!  Bed was very comfortable.   Room was clean and we'll stocked.   Conference facilities were very nice and enough buffet lines were set up some the 500 guests were quickly served.   Food service gets 5 stars...and my famity owned 6 restaurants so I am a tough critic.  A special shout out to Charles my bellman this morning.   He walked me down to the parking garage and entertained me while I waited.  He asked me about my visit and i explained my only complaint was the odd smell outside my lecture room.  Come to find out it was caused by guests who had set on fire some housekeeping carts and cots.  What is wrong with people??? The remains of this was in the dumpster and was wafting back into the building. Thanks Charles for explaining. 

I was most impressed by the pride he had in his work and the genuine love he has for the Marriott hotel company.  He told me how well employees were cared for by the company and that made me even more impressed with Marriott.  I will continue to keep my gold status and look forward to visiting the hotel again soon.   ",ChIJwxiI1nkE9YgR3dIyOdDBaC8
"This was by far the worst hotel experience. Coming from Chicago visiting Atlanta for the first time. When we arrived we were told parking was full and that it cost 35 dollars per night (exaggerated) we parked next door a public lot (BIG MISTAKE) It was half price but they broke into our truck and stole our ATV. No cameras, No responsibility from the lot. At arrival the line to check in was almost to the door, only 2 reps on a sat night. Waited about 20mins just to check in. The room was ok, the windows were really dirty and apparently our floor was under construction. We were woken up by the sound of drilling and hammering. I was so disappointed I cancelled the 2nd night. At check out the rep was new and didn't know what to do when I asked to keep the rate I was quoted for 1 night. She called her manager for help he treated her like a 5 year old and told her she should do something for us for the inconvenience of the noise. A 50 dollar discount was the best they could do. I was so disappointed with the hotel, the town, I mean they stop selling liquor at 11:30. Overall worst trip ever.",ChIJwxiI1nkE9YgR3dIyOdDBaC8
